frame,t,visible,x,y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,area,score,thumb_x,thumb_y,index_x,index_y,method,hand_x_s,hand_y_s,hand_step_px,hand_path_px,hand_vx_px_s,hand_vy_px_s,hand_speed_px_s,hand_ax_px_s2,hand_ay_px_s2,hand_accel_px_s2,thumb_x_s,thumb_y_s,thumb_step_px,thumb_path_px,thumb_vx_px_s,thumb_vy_px_s,thumb_speed_px_s,thumb_ax_px_s2,thumb_ay_px_s2,thumb_accel_px_s2,index_x_s,index_y_s,index_step_px,index_path_px,index_vx_px_s,index_vy_px_s,index_speed_px_s,index_ax_px_s2,index_ay_px_s2,index_accel_px_s2
0,0.0,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
1,0.04,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
2,0.08,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
3,0.12,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
4,0.16,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
5,0.2,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
6,0.24,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
7,0.28,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
8,0.32,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
9,0.36,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
10,0.4,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
11,0.44,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
12,0.48,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
13,0.52,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
14,0.56,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
15,0.6,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
16,0.64,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
17,0.68,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
18,0.72,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
19,0.76,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
20,0.8,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
21,0.84,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
22,0.88,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
23,0.92,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
24,0.96,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
25,1.0,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
26,1.04,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
27,1.08,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
28,1.12,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
29,1.16,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
30,1.2,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
31,1.24,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
32,1.28,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
33,1.32,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
34,1.36,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
35,1.4,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
36,1.44,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
37,1.48,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
38,1.52,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
39,1.56,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
40,1.6,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
41,1.64,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
42,1.68,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
43,1.72,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
44,1.76,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
45,1.8,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
46,1.84,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
47,1.88,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
48,1.92,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
49,1.96,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
50,2.0,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
51,2.04,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
52,2.08,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
53,2.12,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
54,2.16,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
55,2.2,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
56,2.24,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
57,2.28,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
58,2.32,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
59,2.36,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
60,2.4,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
61,2.44,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
62,2.48,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
63,2.52,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
64,2.56,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
65,2.6,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
66,2.64,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
67,2.68,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
68,2.72,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
69,2.76,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
70,2.8,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
71,2.84,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
72,2.88,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
73,2.92,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
74,2.96,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
75,3.0,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
76,3.04,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
77,3.08,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
78,3.12,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
79,3.16,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
80,3.2,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
81,3.24,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
82,3.28,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
83,3.32,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
84,3.36,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
85,3.4,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
86,3.44,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
87,3.48,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
88,3.52,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
89,3.56,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
90,3.6,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
91,3.64,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
92,3.68,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
93,3.72,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
94,3.76,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
95,3.8,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
96,3.84,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
97,3.88,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
98,3.92,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
99,3.96,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
100,4.0,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
101,4.04,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
102,4.08,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
103,4.12,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
104,4.16,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
105,4.2,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
106,4.24,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
107,4.28,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
108,4.32,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
109,4.36,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
110,4.4,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
111,4.44,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
112,4.48,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
113,4.52,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
114,4.56,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
115,4.6,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
116,4.64,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
117,4.68,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
118,4.72,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
119,4.76,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
120,4.8,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
121,4.84,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
122,4.88,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
123,4.92,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
124,4.96,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
125,5.0,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
126,5.04,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
127,5.08,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
128,5.12,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
129,5.16,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
130,5.2,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
131,5.24,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
132,5.28,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
133,5.32,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
134,5.36,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
135,5.4,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
136,5.44,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
137,5.48,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
138,5.52,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
139,5.56,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
140,5.6,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
141,5.64,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
142,5.68,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
143,5.72,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
144,5.76,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
145,5.8,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
146,5.84,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
147,5.88,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
148,5.92,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
149,5.96,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
150,6.0,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
151,6.04,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
152,6.08,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
153,6.12,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
154,6.16,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
155,6.2,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
156,6.24,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
157,6.28,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
158,6.32,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
159,6.36,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
160,6.4,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
161,6.44,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
162,6.48,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
163,6.52,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
164,6.56,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
165,6.6,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
166,6.64,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
167,6.68,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
168,6.72,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
169,6.76,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
170,6.8,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
171,6.84,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
172,6.88,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
173,6.92,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
174,6.96,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
175,7.0,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
176,7.04,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
177,7.08,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
178,7.12,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
179,7.16,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
180,7.2,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
181,7.24,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
182,7.28,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
183,7.32,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
184,7.36,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
185,7.4,0,,,,,,,0.0,0.0,,,,,none,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
